person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,monthly_interest_rate,emi,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status_num,monthly_income,dti,loan_status
27,male,High School,33537,3,RENT,9750,MEDICAL,0.008025,312.9140954,9.63,0.29,6,523,No,1,812.5,0.385125041,Approved
28,male,High School,35104,3,RENT,8700,VENTURE,0.012175,299.9294433,14.61,0.25,8,637,No,1,725.0,0.413695784,Approved
33,male,Master,43149,8,MORTGAGE,10000,EDUCATION,0.009158333,327.3398169,10.99,0.23,9,565,Yes,0,833.3333333,0.39280778,Rejected
34,female,High School,85022,11,RENT,32000,MEDICAL,0.009158333,1047.487414,10.99,0.38,8,593,No,1,2666.666667,0.39280778,Approved
23,female,Bachelor,78596,0,MORTGAGE,5500,DEBTCONSOLIDATION,0.005325,168.294281,6.39,0.07,2,638,Yes,0,458.3333333,0.367187522,Rejected
21,male,Master,59902,0,RENT,16950,PERSONAL,0.015208333,614.9109375,18.25,0.28,4,625,No,1,1412.5,0.435335177,Approved
24,female,Associate,58612,1,RENT,15000,PERSONAL,0.008975,489.4485751,10.77,0.26,3,671,No,1,1250.0,0.39155886,Approved
23,male,High School,40182,2,RENT,4800,VENTURE,0.009991667,159.4057623,11.99,0.12,3,649,No,0,400.0,0.398514406,Rejected
23,female,Master,130733,0,RENT,4300,VENTURE,0.009858333,142.4726439,11.83,0.03,4,687,Yes,0,358.3333333,0.397598076,Rejected
34,female,Bachelor,77438,11,RENT,5000,EDUCATION,0.008025,160.4687669,9.63,0.06,7,650,No,0,416.6666667,0.385125041,Rejected
35,male,Associate,148556,14,MORTGAGE,25000,HOMEIMPROVEMENT,0.014233333,892.3138741,17.08,0.17,9,641,No,1,2083.333333,0.42831066,Approved
31,male,Master,88301,7,MORTGAGE,16000,HOMEIMPROVEMENT,0.016175,589.8183298,19.41,0.18,6,700,No,1,1333.333333,0.442363747,Approved
22,male,Associate,19657,0,RENT,3177,HOMEIMPROVEMENT,0.012175,109.5259588,14.61,0.16,4,676,No,1,264.75,0.413695784,Approved
24,female,High School,56493,0,RENT,20000,DEBTCONSOLIDATION,0.00975,661.4241238,11.7,0.35,3,498,No,1,1666.666667,0.396854474,Approved
21,male,High School,50159,0,RENT,4500,DEBTCONSOLIDATION,0.011241667,152.6870284,13.49,0.09,3,588,No,1,375.0,0.407165409,Approved
22,female,Bachelor,37323,0,RENT,13250,DEBTCONSOLIDATION,0.013666667,468.4515365,16.4,0.36,3,673,No,1,1104.166667,0.424257995,Approved
22,female,Associate,81316,3,OWN,7000,VENTURE,0.012266667,241.6985788,14.72,0.09,3,656,Yes,0,583.3333333,0.414340421,Rejected
27,male,Bachelor,91088,3,MORTGAGE,10000,VENTURE,0.012291667,345.4302767,14.75,0.11,4,660,No,1,833.3333333,0.414516332,Approved
29,male,Bachelor,73022,4,MORTGAGE,8500,MEDICAL,0.005766667,262.1445285,6.92,0.12,7,651,No,0,708.3333333,0.370086393,Rejected
34,male,Associate,55994,11,MORTGAGE,6700,DEBTCONSOLIDATION,0.009175,219.3811348,11.01,0.12,10,653,Yes,0,558.3333333,0.392921435,Rejected
28,male,High School,65558,4,RENT,10000,DEBTCONSOLIDATION,0.01335,351.6690788,16.02,0.15,8,669,No,1,833.3333333,0.422002895,Approved
23,female,Bachelor,32345,0,RENT,8000,PERSONAL,0.010033333,265.8673427,12.04,0.25,4,564,No,1,666.6666667,0.398801014,Approved
29,male,High School,20545,4,RENT,2500,HOMEIMPROVEMENT,0.005516667,76.75912919,6.62,0.12,9,580,No,1,208.3333333,0.36844382,Approved
30,female,Master,86433,4,MORTGAGE,15000,EDUCATION,0.008691667,487.0416952,10.43,0.17,10,623,No,0,1250.0,0.389633356,Rejected
22,male,High School,63539,0,RENT,4300,DEBTCONSOLIDATION,0.009175,140.7968477,11.01,0.07,2,529,Yes,0,358.3333333,0.392921435,Rejected
21,female,High School,25606,0,RENT,4000,DEBTCONSOLIDATION,0.009883333,132.589931,11.86,0.16,2,605,No,0,333.3333333,0.397769793,Rejected
25,male,High School,49073,4,MORTGAGE,1500,DEBTCONSOLIDATION,0.009175,49.11517943,11.01,0.03,3,572,No,1,125.0,0.392921435,Approved
26,male,Associate,43119,2,RENT,14500,MEDICAL,0.009575,478.0831352,11.49,0.34,3,644,No,1,1208.333333,0.395655008,Approved
27,female,Master,88669,2,MORTGAGE,10500,HOMEIMPROVEMENT,0.009858333,347.8983164,11.83,0.12,6,676,No,1,875.0,0.397598076,Approved
28,female,Bachelor,66239,7,RENT,10200,MEDICAL,0.014075,363.0996645,16.89,0.15,5,688,No,1,850.0,0.427176076,Approved
25,female,Bachelor,103165,3,MORTGAGE,24000,DEBTCONSOLIDATION,0.009158333,785.6155605,10.99,0.23,4,716,Yes,0,2000.0,0.39280778,Rejected
24,female,Associate,38214,3,RENT,1500,HOMEIMPROVEMENT,0.013325,52.72814432,15.99,0.04,2,617,No,1,125.0,0.421825155,Approved
23,male,High School,65679,0,RENT,2500,EDUCATION,0.0136,88.28805485,16.32,0.04,2,518,Yes,0,208.3333333,0.423782663,Rejected
24,female,High School,63304,1,RENT,10000,DEBTCONSOLIDATION,0.008258333,322.2494922,9.91,0.16,2,564,No,0,833.3333333,0.386699391,Rejected
31,female,Doctorate,81562,9,RENT,3000,VENTURE,0.006258333,93.33243317,7.51,0.04,10,623,Yes,0,250.0,0.373329733,Rejected
24,male,High School,55019,1,RENT,12000,VENTURE,0.009158333,392.8077802,10.99,0.22,3,569,Yes,0,1000.0,0.39280778,Rejected
23,male,High School,99203,2,RENT,14400,VENTURE,0.006383333,448.9884537,7.66,0.15,2,662,No,0,1200.0,0.374157045,Rejected
24,female,Associate,72970,3,MORTGAGE,10000,PERSONAL,0.006241667,311.0162568,7.49,0.14,4,651,Yes,0,833.3333333,0.373219508,Rejected
32,male,Master,51192,10,RENT,12000,PERSONAL,0.006258333,373.3297327,7.51,0.23,8,688,Yes,0,1000.0,0.373329733,Rejected
23,male,Master,67065,0,MORTGAGE,7000,EDUCATION,0.007158333,221.2647996,8.59,0.1,2,702,No,0,583.3333333,0.379311085,Rejected
28,male,High School,37286,3,RENT,10000,MEDICAL,0.01465,359.4205208,17.58,0.27,5,680,No,1,833.3333333,0.431304625,Approved
22,male,Bachelor,78055,0,MORTGAGE,5000,VENTURE,0.012425,173.1063567,14.91,0.06,4,687,No,0,416.6666667,0.415455256,Rejected
25,male,High School,44253,4,MORTGAGE,13750,MEDICAL,0.011016667,464.7502112,13.22,0.31,3,481,No,1,1145.833333,0.405600184,Approved
31,male,Bachelor,54826,10,RENT,8000,MEDICAL,0.0091,261.6067603,10.92,0.15,10,628,Yes,0,666.6666667,0.392410141,Rejected
24,female,Bachelor,57356,3,RENT,24000,PERSONAL,0.014833333,865.2514767,17.8,0.42,2,672,No,1,2000.0,0.432625738,Approved
22,male,Associate,18420,0,RENT,8000,HOMEIMPROVEMENT,0.008325,258.0999396,9.99,0.43,4,609,No,1,666.6666667,0.387149909,Approved
23,female,Master,67974,0,RENT,5481,EDUCATION,0.008041667,175.9571673,9.65,0.08,3,627,Yes,0,456.75,0.385237367,Rejected
42,female,Associate,48590,17,MORTGAGE,2500,HOMEIMPROVEMENT,0.004516667,75.39957936,5.42,0.05,12,564,Yes,0,208.3333333,0.361917981,Rejected
22,male,High School,54160,0,MORTGAGE,3500,PERSONAL,0.004991667,106.4609232,5.99,0.06,2,618,Yes,0,291.6666667,0.36500888,Rejected
26,male,Associate,130649,4,RENT,24000,EDUCATION,0.016666667,891.9260006,20.0,0.18,3,678,No,1,2000.0,0.445963,Approved
23,female,Associate,36102,1,RENT,5000,MEDICAL,0.009175,163.7172648,11.01,0.14,3,648,No,1,416.6666667,0.392921435,Approved
26,male,High School,67062,2,MORTGAGE,6500,EDUCATION,0.009408333,213.6954385,11.29,0.1,3,600,Yes,0,541.6666667,0.394514656,Rejected
27,male,Bachelor,83935,8,RENT,25000,VENTURE,0.011458333,851.4083193,13.75,0.3,6,635,No,1,2083.333333,0.408675993,Approved
27,female,Bachelor,22496,6,OWN,5000,EDUCATION,0.006583333,156.4512699,7.9,0.22,9,653,No,1,416.6666667,0.375483048,Approved
22,female,High School,31405,3,RENT,8500,MEDICAL,0.011016667,287.3001305,13.22,0.27,2,563,No,1,708.3333333,0.405600184,Approved
30,male,High School,30926,11,MORTGAGE,6400,PERSONAL,0.006258333,199.1091908,7.51,0.21,8,628,Yes,0,533.3333333,0.373329733,Rejected
32,female,Bachelor,34217,8,RENT,3000,MEDICAL,0.009266667,98.38672195,11.12,0.09,8,633,No,1,250.0,0.393546888,Approved
25,male,Bachelor,96972,5,OWN,12800,VENTURE,0.009175,419.1161978,11.01,0.13,3,635,Yes,0,1066.666667,0.392921435,Rejected
25,male,Bachelor,45436,4,RENT,12500,DEBTCONSOLIDATION,0.012175,430.9331082,14.61,0.28,4,671,No,1,1041.666667,0.413695784,Approved
33,male,Master,87479,10,RENT,1925,VENTURE,0.011958333,66.11964532,14.35,0.02,10,694,No,1,160.4166667,0.412174412,Approved
25,male,High School,151125,1,MORTGAGE,8000,EDUCATION,0.0115,272.6445764,13.8,0.05,3,483,Yes,0,666.6666667,0.408966865,Rejected
26,male,Associate,67064,4,MORTGAGE,5000,VENTURE,0.006391667,155.921766,7.67,0.07,4,672,Yes,0,416.6666667,0.374212238,Rejected
20,male,Bachelor,93288,0,MORTGAGE,6000,VENTURE,0.006666667,188.0181928,8.0,0.06,2,699,Yes,0,500.0,0.376036386,Rejected
28,male,High School,46241,4,MORTGAGE,4000,EDUCATION,0.009758333,132.3038817,11.71,0.09,8,694,No,0,333.3333333,0.396911645,Rejected
30,female,Associate,69501,7,RENT,6000,VENTURE,0.007216667,189.8503718,8.66,0.09,9,618,Yes,0,500.0,0.379700744,Rejected
24,male,Associate,240894,3,MORTGAGE,12000,HOMEIMPROVEMENT,0.011241667,407.165409,13.49,0.05,2,678,No,0,1000.0,0.407165409,Rejected
22,male,High School,97855,0,MORTGAGE,24000,MEDICAL,0.013325,843.6503091,15.99,0.25,4,597,No,1,2000.0,0.421825155,Approved
26,male,Master,151353,4,RENT,15500,EDUCATION,0.006566667,484.8560674,7.88,0.1,2,660,No,0,1291.666667,0.375372439,Rejected
23,female,Master,53860,0,RENT,3000,DEBTCONSOLIDATION,0.006383333,93.53926119,7.66,0.06,4,673,No,1,250.0,0.374157045,Approved
26,male,High School,111724,4,RENT,13000,DEBTCONSOLIDATION,0.009158333,425.5417619,10.99,0.12,3,588,No,0,1083.333333,0.39280778,Rejected
22,female,Associate,84858,0,RENT,12000,MEDICAL,0.010441667,401.6162001,12.53,0.14,3,577,No,0,1000.0,0.4016162,Rejected
21,male,Bachelor,15083,2,RENT,4000,MEDICAL,0.008875,130.2928754,10.65,0.27,4,505,No,1,333.3333333,0.390878626,Approved
26,female,Bachelor,41852,3,RENT,10800,PERSONAL,0.009266667,354.192199,11.12,0.26,3,528,No,1,900.0,0.393546888,Approved
27,female,Bachelor,65701,4,RENT,15000,MEDICAL,0.012433333,519.3924748,14.92,0.23,4,645,No,1,1250.0,0.41551398,Approved
26,female,Associate,37135,2,RENT,10000,DEBTCONSOLIDATION,0.005825,308.7252491,6.99,0.27,4,634,No,1,833.3333333,0.370470299,Approved
24,male,High School,136356,3,MORTGAGE,6000,EDUCATION,0.006566667,187.6862197,7.88,0.04,3,593,Yes,0,500.0,0.375372439,Rejected
24,male,Master,64745,0,RENT,6000,EDUCATION,0.009575,197.8275042,11.49,0.09,2,695,Yes,0,500.0,0.395655008,Rejected
33,male,Bachelor,29912,12,RENT,10000,DEBTCONSOLIDATION,0.007416667,317.5321182,8.9,0.33,5,668,No,1,833.3333333,0.381038542,Approved
24,male,Bachelor,53825,2,RENT,25000,DEBTCONSOLIDATION,0.012775,870.6787231,15.33,0.46,2,652,No,1,2083.333333,0.417925787,Approved
26,male,Doctorate,84828,1,MORTGAGE,14000,DEBTCONSOLIDATION,0.011241667,475.0263105,13.49,0.17,2,674,Yes,0,1166.666667,0.407165409,Rejected
30,male,High School,58682,5,RENT,10000,EDUCATION,0.01015,333.0034695,12.18,0.17,9,585,Yes,0,833.3333333,0.399604163,Rejected
24,male,Associate,54191,0,RENT,15770,PERSONAL,0.016583333,585.2664951,19.9,0.29,4,557,No,1,1314.166667,0.445351804,Approved
24,male,Master,67251,2,MORTGAGE,5500,VENTURE,0.004991667,167.2957365,5.99,0.08,4,689,Yes,0,458.3333333,0.36500888,Rejected
25,male,Associate,28392,3,RENT,6000,MEDICAL,0.011125,203.1766854,13.35,0.21,4,645,No,1,500.0,0.406353371,Approved
31,male,Bachelor,41699,12,MORTGAGE,13000,PERSONAL,0.009158333,425.5417619,10.99,0.31,8,653,Yes,0,1083.333333,0.39280778,Rejected
27,male,Doctorate,47991,4,RENT,11000,MEDICAL,0.013391667,387.1076216,16.07,0.23,9,650,No,1,916.6666667,0.422299224,Approved
23,male,Bachelor,91273,0,RENT,12000,PERSONAL,0.010441667,401.6162001,12.53,0.13,3,687,No,0,1000.0,0.4016162,Rejected
23,female,High School,32520,0,RENT,12250,VENTURE,0.008641667,397.404442,10.37,0.38,4,590,No,1,1020.833333,0.389294147,Approved
26,female,Doctorate,113779,5,MORTGAGE,5000,DEBTCONSOLIDATION,0.0064,155.9447653,7.68,0.04,3,636,Yes,0,416.6666667,0.374267437,Rejected
25,female,Associate,62587,2,MORTGAGE,16750,PERSONAL,0.013666667,592.1934518,16.4,0.27,4,682,No,0,1395.833333,0.424257995,Rejected
23,male,Associate,97920,2,RENT,7200,VENTURE,0.007708333,229.7967376,9.25,0.07,3,670,Yes,0,600.0,0.382994563,Rejected
25,female,Bachelor,73166,1,RENT,12000,VENTURE,0.004516667,361.9179809,5.42,0.16,3,570,No,0,1000.0,0.361917981,Rejected
24,female,High School,35869,0,RENT,5000,EDUCATION,0.009158333,163.6699084,10.99,0.14,4,625,Yes,0,416.6666667,0.39280778,Rejected
21,male,High School,38353,0,MORTGAGE,7500,EDUCATION,0.004516667,226.1987381,5.42,0.2,4,586,No,0,625.0,0.361917981,Rejected
24,female,High School,36965,0,RENT,12000,EDUCATION,0.005758333,370.0315691,6.91,0.32,3,517,No,1,1000.0,0.370031569,Approved
28,female,Master,39678,2,RENT,8575,DEBTCONSOLIDATION,0.014366667,306.7473533,17.24,0.22,7,644,No,1,714.5833333,0.429267433,Approved
23,female,Bachelor,56576,0,RENT,18066,DEBTCONSOLIDATION,0.008933333,589.0650302,10.72,0.32,3,559,No,1,1505.5,0.391275344,Approved
25,male,Associate,77734,2,MORTGAGE,14403,DEBTCONSOLIDATION,0.005975,445.8431785,7.17,0.19,2,619,No,1,1200.25,0.371458595,Approved
24,female,Master,95755,2,RENT,2100,MEDICAL,0.008258333,67.67239335,9.91,0.02,4,670,No,1,175.0,0.386699391,Approved
23,male,Master,102981,0,MORTGAGE,11000,EDUCATION,0.011891667,377.3980405,14.27,0.11,4,662,No,0,916.6666667,0.411706953,Rejected
32,male,Bachelor,157380,9,RENT,16000,PERSONAL,0.009175,523.8952473,11.01,0.1,10,614,Yes,0,1333.333333,0.392921435,Rejected
29,male,Associate,75343,6,RENT,2300,DEBTCONSOLIDATION,0.011191667,77.97331135,13.43,0.03,6,603,No,1,191.6666667,0.406817277,Approved
29,male,High School,22914,8,RENT,3501,VENTURE,0.01185,120.0303111,14.22,0.15,6,541,No,1,291.75,0.411414948,Approved
28,female,High School,44294,8,MORTGAGE,22230,VENTURE,0.011733333,760.6327479,14.08,0.5,5,610,No,0,1852.5,0.410597975,Rejected
23,female,High School,43154,1,MORTGAGE,22550,EDUCATION,0.0133,792.3458476,15.96,0.52,3,460,Yes,0,1879.166667,0.421647458,Rejected
29,female,Master,44644,5,RENT,14175,PERSONAL,0.008341667,457.4539322,10.01,0.32,7,666,No,1,1181.25,0.387262588,Approved
34,female,Associate,84792,10,RENT,22650,VENTURE,0.009175,741.6392094,11.01,0.27,6,679,No,1,1887.5,0.392921435,Approved
24,male,Bachelor,81572,1,RENT,4000,HOMEIMPROVEMENT,0.009175,130.9738118,11.01,0.05,2,685,Yes,0,333.3333333,0.392921435,Rejected
24,male,High School,90670,2,OWN,16500,MEDICAL,0.01015,549.4557247,12.18,0.18,2,648,Yes,0,1375.0,0.399604163,Rejected
23,male,High School,85915,1,MORTGAGE,9600,EDUCATION,0.009175,314.3371484,11.01,0.11,4,666,Yes,0,800.0,0.392921435,Rejected
37,male,High School,29849,15,RENT,8000,DEBTCONSOLIDATION,0.0106,268.4739584,12.72,0.27,11,665,No,1,666.6666667,0.402710938,Approved
28,female,Associate,57661,6,RENT,7875,MEDICAL,0.009175,257.854692,11.01,0.14,10,679,No,0,656.25,0.392921435,Rejected
24,female,Associate,61013,0,RENT,7500,PERSONAL,0.007966667,240.4575329,9.56,0.12,4,607,Yes,0,625.0,0.384732053,Rejected
27,male,Bachelor,144947,6,MORTGAGE,6000,PERSONAL,0.011491667,204.4543403,13.79,0.04,10,717,No,0,500.0,0.408908681,Rejected
25,female,Associate,112370,4,RENT,12000,EDUCATION,0.009175,392.9214355,11.01,0.11,3,499,Yes,0,1000.0,0.392921435,Rejected
32,female,High School,66242,8,RENT,4932,EDUCATION,0.009358333,162.0050741,11.23,0.07,8,603,Yes,0,411.0,0.39417293,Rejected
22,female,Bachelor,200707,1,MORTGAGE,23450,PERSONAL,0.009466667,771.7269105,11.36,0.12,2,560,Yes,0,1954.166667,0.394913558,Rejected
36,female,Associate,22405,15,OWN,5875,HOMEIMPROVEMENT,0.006583333,183.8302422,7.9,0.26,12,689,No,1,489.5833333,0.375483048,Approved
24,female,High School,102878,0,MORTGAGE,20000,EDUCATION,0.009258333,655.8166735,11.11,0.19,4,663,Yes,0,1666.666667,0.393490004,Rejected
30,female,High School,14047,10,OWN,2400,EDUCATION,0.008325,77.42998189,9.99,0.17,7,480,No,1,200.0,0.387149909,Approved
27,male,Associate,103238,4,MORTGAGE,10000,PERSONAL,0.006241667,311.0162568,7.49,0.1,8,667,Yes,0,833.3333333,0.373219508,Rejected
27,female,Bachelor,37088,2,RENT,2000,VENTURE,0.009358333,65.6954883,11.23,0.05,4,617,Yes,0,166.6666667,0.39417293,Rejected
35,male,Master,56285,16,RENT,12918,MEDICAL,0.014358333,462.0419804,17.23,0.23,9,689,No,1,1076.5,0.429207599,Approved
26,male,Master,27236,5,RENT,10000,MEDICAL,0.012158333,344.6488664,14.59,0.37,2,603,No,1,833.3333333,0.41357864,Approved
22,male,Bachelor,61023,4,RENT,11000,EDUCATION,0.012083333,378.6307519,14.5,0.18,4,662,No,0,916.6666667,0.413051729,Rejected
25,male,Associate,37359,0,MORTGAGE,5000,MEDICAL,0.008333333,161.335936,10.0,0.13,2,617,No,1,416.6666667,0.387206246,Approved
29,female,High School,59917,9,RENT,9500,EDUCATION,0.009175,311.0628031,11.01,0.16,5,628,No,1,791.6666667,0.392921435,Approved
21,female,Bachelor,34395,0,OTHER,3500,MEDICAL,0.012016667,120.3369102,14.42,0.1,4,621,No,1,291.6666667,0.412583692,Approved
25,female,Bachelor,181131,3,MORTGAGE,10000,DEBTCONSOLIDATION,0.004516667,301.5983174,5.42,0.06,4,489,Yes,0,833.3333333,0.361917981,Rejected
27,male,Associate,111203,6,MORTGAGE,25000,MEDICAL,0.013525,881.7672511,16.23,0.22,8,667,No,1,2083.333333,0.423248281,Approved
27,male,Associate,83631,5,MORTGAGE,4000,EDUCATION,0.009575,131.8850028,11.49,0.05,8,640,No,1,333.3333333,0.395655008,Approved
23,male,Master,82522,0,RENT,14400,VENTURE,0.014991667,520.5222611,17.99,0.17,2,652,No,1,1200.0,0.433768551,Approved
21,female,Associate,71914,0,MORTGAGE,3000,MEDICAL,0.006258333,93.33243317,7.51,0.04,4,620,Yes,0,250.0,0.373329733,Rejected
25,male,Associate,114860,1,RENT,5725,EDUCATION,0.013908333,203.2296939,16.69,0.05,5,668,No,1,477.0833333,0.425983638,Approved
38,male,High School,44604,12,RENT,12000,EDUCATION,0.006258333,373.3297327,7.51,0.27,11,515,No,1,1000.0,0.373329733,Approved
36,male,High School,58856,10,RENT,10000,DEBTCONSOLIDATION,0.011341667,339.8851632,13.61,0.17,15,579,Yes,0,833.3333333,0.407862196,Rejected
26,male,Bachelor,65719,3,RENT,6600,PERSONAL,0.009975,219.1198881,11.97,0.1,3,633,No,0,550.0,0.398399797,Rejected
24,female,Associate,62783,5,RENT,20000,DEBTCONSOLIDATION,0.010175,666.2939845,12.21,0.32,4,640,No,1,1666.666667,0.399776391,Approved
27,female,Master,104110,4,MORTGAGE,20000,HOMEIMPROVEMENT,0.011191667,678.0287943,13.43,0.19,5,624,No,1,1666.666667,0.406817277,Approved
24,male,Master,31001,3,MORTGAGE,9000,VENTURE,0.00595,278.470326,7.14,0.29,4,688,No,0,750.0,0.371293768,Rejected
22,male,High School,25442,0,RENT,2400,MEDICAL,0.009575,79.13100169,11.49,0.09,5,597,Yes,0,200.0,0.395655008,Rejected
24,female,Master,84762,0,RENT,10000,EDUCATION,0.007216667,316.4172863,8.66,0.12,4,675,No,0,833.3333333,0.379700744,Rejected
27,male,Associate,47720,2,RENT,5000,DEBTCONSOLIDATION,0.011391667,170.0878543,13.67,0.1,4,587,No,1,416.6666667,0.40821085,Approved
26,female,High School,71814,0,RENT,12000,MEDICAL,0.010916667,404.905661,13.1,0.17,4,557,No,1,1000.0,0.404905661,Approved
23,male,Bachelor,97823,0,RENT,24079,DEBTCONSOLIDATION,0.012708333,837.6573554,15.25,0.25,4,507,No,1,2006.583333,0.417454556,Approved
35,male,Bachelor,52701,15,RENT,1200,MEDICAL,0.0115,40.89668646,13.8,0.02,7,653,No,0,100.0,0.408966865,Rejected
22,male,High School,39709,1,RENT,11100,VENTURE,0.010175,369.7931614,12.21,0.28,3,631,No,1,925.0,0.399776391,Approved
26,female,Master,37112,5,RENT,6000,DEBTCONSOLIDATION,0.009175,196.4607177,11.01,0.16,2,609,No,1,500.0,0.392921435,Approved
27,male,Associate,58484,6,RENT,10000,DEBTCONSOLIDATION,0.00885,325.5905645,10.62,0.17,7,682,No,0,833.3333333,0.390708677,Rejected
28,female,Associate,126893,6,RENT,20000,VENTURE,0.009175,654.8690591,11.01,0.16,7,671,No,1,1666.666667,0.392921435,Approved
24,female,Master,35286,1,RENT,8000,PERSONAL,0.012108333,275.4848818,14.53,0.23,2,645,No,1,666.6666667,0.413227323,Approved
31,female,Master,51320,10,RENT,5000,EDUCATION,0.007075,157.8145198,8.49,0.1,10,702,No,1,416.6666667,0.378754847,Approved
24,female,Bachelor,70822,0,MORTGAGE,2200,DEBTCONSOLIDATION,0.006166667,68.33268591,7.4,0.03,3,619,Yes,0,183.3333333,0.372723741,Rejected
26,female,Master,62333,7,RENT,5500,HOMEIMPROVEMENT,0.011241667,186.6174791,13.49,0.09,2,641,No,1,458.3333333,0.407165409,Approved
51,male,Associate,22863,30,RENT,1000,PERSONAL,0.012208333,34.49417749,14.65,0.04,20,707,No,1,83.33333333,0.41393013,Approved
28,male,Bachelor,73410,9,RENT,20000,PERSONAL,0.008958333,652.4090649,10.75,0.27,9,735,No,1,1666.666667,0.391445439,Approved
35,female,Master,80663,14,RENT,22080,MEDICAL,0.012075,759.9075023,14.49,0.27,9,628,No,1,1840.0,0.412993208,Approved
22,female,Master,70795,0,RENT,10000,DEBTCONSOLIDATION,0.00545,306.6721256,6.54,0.14,2,653,Yes,0,833.3333333,0.368006551,Rejected
25,male,Associate,53946,7,RENT,17500,EDUCATION,0.010441667,585.6902919,12.53,0.32,4,601,No,1,1458.333333,0.4016162,Approved
31,female,Associate,42831,7,RENT,15000,VENTURE,0.010133333,499.3617119,12.16,0.35,10,654,No,1,1250.0,0.399489369,Approved
26,male,Associate,124473,5,MORTGAGE,5000,EDUCATION,0.012466667,173.2287177,14.96,0.04,4,605,No,0,416.6666667,0.415748922,Rejected
28,female,High School,139195,2,RENT,2934,HOMEIMPROVEMENT,0.007375,93.09572238,8.85,0.02,6,655,No,0,244.5,0.380759601,Rejected
26,male,Bachelor,70538,4,RENT,19979,DEBTCONSOLIDATION,0.008825,650.2145116,10.59,0.28,3,618,No,1,1664.916667,0.390538773,Approved
29,male,High School,86612,7,MORTGAGE,10000,EDUCATION,0.011891667,343.0891277,14.27,0.12,8,625,No,1,833.3333333,0.411706953,Approved
28,female,High School,121251,6,MORTGAGE,25000,VENTURE,0.009175,818.5863239,11.01,0.21,6,569,No,1,2083.333333,0.392921435,Approved
21,male,Associate,86065,0,RENT,12800,VENTURE,0.012466667,443.4655173,14.96,0.15,4,637,Yes,0,1066.666667,0.415748922,Rejected
25,female,Master,27192,3,OWN,7500,PERSONAL,0.009175,245.5758972,11.01,0.28,3,712,Yes,0,625.0,0.392921435,Rejected
25,male,Associate,138974,2,RENT,5000,MEDICAL,0.010925,168.7347964,13.11,0.04,3,663,No,1,416.6666667,0.404963511,Approved
23,female,Master,174951,0,MORTGAGE,10000,DEBTCONSOLIDATION,0.009758333,330.7597044,11.71,0.06,3,696,No,0,833.3333333,0.396911645,Rejected
27,female,Bachelor,42854,4,RENT,4500,PERSONAL,0.006791667,141.3252429,8.15,0.11,7,674,No,0,375.0,0.376867314,Rejected
29,female,High School,18183,2,RENT,4758,MEDICAL,0.008966667,155.2306013,10.76,0.26,10,686,No,1,396.5,0.391502147,Approved
23,male,Associate,145092,0,RENT,25600,EDUCATION,0.010575,858.7476648,12.69,0.18,3,557,Yes,0,2133.333333,0.402537968,Rejected
30,female,High School,87194,6,RENT,10000,DEBTCONSOLIDATION,0.008325,322.6249245,9.99,0.11,7,619,Yes,0,833.3333333,0.387149909,Rejected
26,male,Doctorate,174997,1,MORTGAGE,20000,HOMEIMPROVEMENT,0.008541667,647.6937618,10.25,0.11,2,694,No,1,1666.666667,0.388616257,Approved
25,male,Associate,78848,0,MORTGAGE,15000,PERSONAL,0.009266667,491.9336097,11.12,0.19,4,587,No,0,1250.0,0.393546888,Rejected
21,female,Bachelor,35906,0,RENT,11000,MEDICAL,0.01185,377.130369,14.22,0.31,2,585,No,1,916.6666667,0.411414948,Approved
34,male,Associate,91546,9,RENT,19200,EDUCATION,0.013975,682.3366144,16.77,0.21,10,651,No,1,1600.0,0.426460384,Approved
26,female,Bachelor,94519,6,OWN,2400,VENTURE,0.012266667,82.86808418,14.72,0.03,3,544,Yes,0,200.0,0.414340421,Rejected
27,female,Master,39779,4,RENT,15000,EDUCATION,0.011841667,514.1957018,14.21,0.38,5,633,No,1,1250.0,0.411356561,Approved
30,male,Associate,103182,9,RENT,25000,HOMEIMPROVEMENT,0.010175,832.8674806,12.21,0.24,6,663,Yes,0,2083.333333,0.399776391,Rejected
27,female,High School,62817,8,OWN,8000,PERSONAL,0.00885,260.4724516,10.62,0.13,7,576,No,0,666.6666667,0.390708677,Rejected
23,male,Associate,39676,0,RENT,10700,PERSONAL,0.005025,325.6601961,6.03,0.27,3,665,No,1,891.6666667,0.365226388,Approved
27,male,Bachelor,102886,8,RENT,14400,VENTURE,0.007075,454.5058169,8.49,0.14,10,676,No,0,1200.0,0.378754847,Rejected
33,male,Bachelor,64917,12,RENT,10000,EDUCATION,0.0133,351.3728814,15.96,0.15,9,556,Yes,0,833.3333333,0.421647458,Rejected
23,female,Master,31015,0,RENT,1013,DEBTCONSOLIDATION,0.009491667,33.35172402,11.39,0.03,4,689,No,1,84.41666667,0.395084589,Approved
32,male,Bachelor,192711,11,MORTGAGE,12000,DEBTCONSOLIDATION,0.006566667,375.3724393,7.88,0.06,8,675,Yes,0,1000.0,0.375372439,Rejected
